prop_name,completion_year,monthly_rent,property_type,rooms,parking,bathroom,size,furnished,facilities,additional_facilities,city,area
Pinnacle,,2500,Condominium,3,2,3,914,Fully Furnished,,,Kuala Lumpur , Sri Petaling
KL Traders Square Residences,2019,1800,Service Residence,4,1,2,918,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur , Gombak
The Capers,,2500,Condominium,2,1,2,1000,Fully Furnished,"Swimming Pool, Gymnasium, Security, Parking, Playground, Sauna, Jogging Track, Barbeque area",,Kuala Lumpur , Sentul
Avenue Court,1993,1100,Apartment,3,1,2,990,Partially Furnished,"Parking, Playground, Gymnasium, Minimart, Swimming Pool, Jogging Track, Security",,Kuala Lumpur , Old Klang Road
The Capers,,1700,Service Residence,2,,2,800,Partially Furnished,"Swimming Pool, Gymnasium, Security, Parking, Playground, Sauna, Jogging Track, Barbeque area",,Kuala Lumpur , Sentul
Majestic Maxim,2021,1300,Service Residence,2,1,2,680,Partially Furnished,"Parking, Swimming Pool, Gymnasium, Barbeque area, Lift, Security, Playground, Jogging Track","Air-Cond, Near KTM/LRT",Kuala Lumpur , Cheras
Residensi Gurneymas,2021,1300,Apartment,3,1,2,850,Partially Furnished,"Parking, Security",,Kuala Lumpur , Keramat
Apartment Desa Tasik Fasa 6B,,1100,Apartment,3,,2,800,Fully Furnished,,,Kuala Lumpur , Sri Petaling
Nova I,2014,1300,Apartment,2,1,1,747,Fully Furnished,"Security, Barbeque area, Playground, Parking, Jogging Track, Lift",,Kuala Lumpur , Segambut
Majestic Maxim,2021,1300,Service Residence,2,1,2,650,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court",Near KTM/LRT,Kuala Lumpur , Cheras
Araville,,3800,Condominium,4,1,3,1740,Fully Furnished,"Tennis Court, Squash Court, Barbeque area, Gymnasium, Parking, Security, Playground, Swimming Pool, Lift, Sauna, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur , Bangsar
Endah Ria,2000,1500,Condominium,3,1,2,945,Fully Furnished,"Parking, Swimming Pool, Lift, Security","Air-Cond, Cooking Allowed, Washing Machine, Near KTM/LRT",Kuala Lumpur , Sri Petaling
Sentul Point Suite Apartment,2020,1200,Apartment,3,1,2,875,Not Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur , Sentul
Sentul Point Suite Apartment,2020,1200,Apartment,3,1,2,875,Not Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur , Sentul
,,1300,Condominium,3,1,2,800,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur , Setapak
,,1300,Condominium,3,1,2,800,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur , Setapak
KM1,2014,2600,Condominium,3,2,3,1500,Fully Furnished,"Gymnasium, Tennis Court, Sauna, Playground, Security, Jogging Track, Barbeque area, Swimming Pool, Parking",,Kuala Lumpur , Bukit Jalil
Perumahan Penjawat Awam 1 Malaysia (PPA1M) Bukit Jalil,2018,1100,Apartment,3,1,2,1000,Partially Furnished,"Jogging Track, Security, Minimart, Swimming Pool, Parking",,Kuala Lumpur , Bukit Jalil
Putra Majestik,2008,1800,Condominium,3,1,2,1015,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur , Jalan Ipoh
Taragon Puteri Bintang,2009,1800,Service Residence,1,,1,522,Fully Furnished,"Sauna, Gymnasium, Swimming Pool, Playground, Minimart","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur , Pudu
Villa Wangsamas,2010,1700,Condominium,3,,3,1267,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT, Internet",Kuala Lumpur , Wangsa Maju
"Platinum Splendor, Kitchen Dry Wet, Aircond, Mindef Perkeso Ampang KL",,1850,Condominium,3,,2,1065,Partially Furnished,,,Kuala Lumpur , Keramat
Bukit OUG Condominium,,1250,Condominium,2,1,1,800,Fully Furnished,"Tennis Court, Swimming Pool, Gymnasium, Jogging Track, Playground, Security, Minimart, Squash Court, Parking","Air-Cond, Cooking Allowed, Washing Machine, Near KTM/LRT",Kuala Lumpur , Bukit Jalil
Residensi Rimbunan Petaling,,1250,Apartment,3,1,2,850,Partially Furnished,"Parking, Lift, Security, Minimart","Air-Cond, Cooking Allowed",Kuala Lumpur , Sri Petaling
The Reach @ Titiwangsa,2017,2800,Condominium,3,2,3,1400,Fully Furnished,"Swimming Pool, Parking, Security, Gymnasium, Squash Court",,Kuala Lumpur , Setapak
Platinum Hill PV 3,,1300,Condominium,3,1,2,1297,Not Furnished,"Gymnasium, Minimart, Parking, Swimming Pool, Playground, Security",,Kuala Lumpur , Setapak
,,2200,Condominium,3,2,2,1193,Fully Furnished,"Parking, Security, Lift, Playground, Sauna, Barbeque area, Gymnasium, Multipurpose hall, Swimming Pool, Jogging Track, Minimart, Squash Court, Club house, Tennis Court","Air-Cond, Cooking Allowed, Washing Machine, Internet",Kuala Lumpur , Jalan Kuching
The Loft @ ZetaPark,,1550,Condominium,1,1,1,600,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Jogging Track","Air-Cond, Washing Machine, Near KTM/LRT, Cooking Allowed",Kuala Lumpur , Setapak
Pangsapuri Desa Tenaga,,1100,Apartment,3,1,2,800,Partially Furnished,"Parking, Security, Lift",,Kuala Lumpur , Old Klang Road
Apartment Pantai Indah Fasa 1,,1000,Apartment,3,,2,750,Not Furnished,Lift,,Kuala Lumpur , Bangsar South
Dahlia Apartment Pandan Indah,,1300,Apartment,3,,2,900,Partially Furnished,"Parking, Security, Playground, Barbeque area","Air-Cond, Near KTM/LRT, Cooking Allowed",Kuala Lumpur , Pandan Indah
Residensi Wangsamas,,1550,Apartment,3,,2,800,Not Furnished,"Parking, Security, Lift, Playground, Sauna, Minimart, Jogging Track",,Kuala Lumpur , Wangsa Maju
Residensi Tasikmas,,900,Apartment,3,,2,850,Not Furnished,,,Kuala Lumpur , Cheras
Angkasa Condominiums,2005,1500,Condominium,3,,2,1000,Fully Furnished,"Swimming Pool, Playground, Parking, Security, Minimart, Gymnasium, Tennis Court",,Kuala Lumpur , Cheras
The Havre @ Bukit Jalil,2020,1600,Condominium,3,,3,1300,Fully Furnished,"Multipurpose hall, Playground, Security, Minimart, Jogging Track, Lift, Barbeque area, Squash Court, Swimming Pool, Gymnasium, Tennis Court, Sauna, Club house, Parking",,Kuala Lumpur , Bukit Jalil
The Annex @ Medan Connaught,2019,1200,Service Residence,2,1,1,595,Partially Furnished,"Gymnasium, Security, Swimming Pool, Parking, Playground, Lift, Barbeque area","Air-Cond, Cooking Allowed",Kuala Lumpur , Cheras
Residensi Pandanmas 2,,1350,Apartment,3,,2,900,Partially Furnished,"Minimart, Gymnasium, Parking, Security, Jogging Track, Playground, Swimming Pool, Lift","Air-Cond, Cooking Allowed",Kuala Lumpur , Desa Pandan
Impiana Sky Residensi,2021,1000,Apartment,3,,2,850,Not Furnished,"Multipurpose hall, Parking, Security, Playground, Gymnasium",,Kuala Lumpur , Bukit Jalil
The Hamstead,,1200,Condominium,3,,2,1000,Fully Furnished,,,Kuala Lumpur , Cheras
Villa Mewah,,1000,Apartment,3,1,2,797,Partially Furnished,"Parking, Security","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur , Sri Petaling
Ativo Suites @ Damansara Avenue,2021,2100,Service Residence,1,,1,499,Partially Furnished,"Parking, Playground, Club house, Gymnasium, Squash Court, Security, Minimart, Tennis Court, Lift, Sauna, Swimming Pool",,Kuala Lumpur , Sri Damansara
Service Suites @ Pavilion Embassy,,3500,Service Residence,2,,1,755,Fully Furnished,,,Kuala Lumpur , Keramat
PV18 Residence,,2000,Service Residence,3,2,2,1021,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Multipurpose hall, Gymnasium, Barbeque area",,Kuala Lumpur , Setapak
Casa Green (Bukit Jalil),,1150,Condominium,3,1,2,825,Partially Furnished,,,Kuala Lumpur , Bukit Jalil
BAYU TASIK 1,,1200,Condominium,3,1,2,920,Not Furnished,,"Cooking Allowed, Near KTM/LRT",Kuala Lumpur , Salak Selatan
Residensi Jalilmas,,1000,Apartment,3,1,2,800,Partially Furnished,"Multipurpose hall, Security, Minimart, Parking","Cooking Allowed, Near KTM/LRT",Kuala Lumpur , Bukit Jalil
Tiara Faber,,1600,Condominium,3,1,2,1250,Fully Furnished,"Tennis Court, Parking, Minimart, Sauna, Club house, Swimming Pool, Gymnasium, Jogging Track, Barbeque area, Security, Playground, Squash Court, Lift","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur , Taman Desa
SkyMeridien Residences @ Sentul East,2022,2400,Condominium,3,2,2,1000,Fully Furnished,"Lift, Security, Playground, Gymnasium, Jogging Track, Tennis Court, Sauna, Barbeque area, Multipurpose hall, Club house, Squash Court, Parking, Minimart, Swimming Pool",,Kuala Lumpur , Sentul
Villa Puteri,,2000,Condominium,3,1,2,1020,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Minimart, Multipurpose hall, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT",Kuala Lumpur , KL City
Seri Riana Residence,2016,3200,Condominium,3,2,3,1300,Fully Furnished,"Security, Swimming Pool, Gymnasium, Jogging Track, Barbeque area, Sauna, Parking, Playground, Tennis Court, Squash Court, Club house",,Kuala Lumpur , Wangsa Maju
Residensi Harmoni 2 @ Bukit Prima Pelangi,2019,2888,Condominium,3,2,3,1500,Partially Furnished,"Swimming Pool, Gymnasium, Jogging Track, Parking, Playground, Sauna, Multipurpose hall, Security, Barbeque area",,Kuala Lumpur , Segambut
Pandan Cahaya,,700,Apartment,2,,1,650,Not Furnished,Playground,"Cooking Allowed, Near KTM/LRT",Kuala Lumpur , Ampang Hilir
Abadi Villa,,1850,Condominium,3,1,2,1240,Fully Furnished,"Barbeque area, Security, Swimming Pool, Playground, Gymnasium, Sauna, Tennis Court, Parking, Lift","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur , Taman Desa
BAM VILLA,,1350,Condominium,3,1,2,1200,Partially Furnished,,"Air-Cond, Cooking Allowed",Kuala Lumpur , KL City
,,4000,Condominium,3,2,3,1400,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court",,Kuala Lumpur , Desa ParkCity
Putra Court,,2500,Condominium,3,1,2,1066,Fully Furnished,"Parking, Swimming Pool, Minimart, Security, Playground, Barbeque area, Lift","Air-Cond, Near KTM/LRT, Internet",Kuala Lumpur , Jalan Ipoh
Rica Residence Sentul,2021,1600,Condominium,2,1,1,700,Partially Furnished,"Playground, Squash Court, Tennis Court, Gymnasium, Lift, Jogging Track, Security, Minimart, Swimming Pool, Parking, Sauna, Barbeque area, Multipurpose hall, Club house","Air-Cond, Cooking Allowed, Near KTM/LRT",Kuala Lumpur , Sentul
Tiara Faber,,1800,Condominium,3,1,2,1240,Fully Furnished,"Sauna, Gymnasium, Tennis Court, Squash Court, Jogging Track, Club house, Playground, Swimming Pool, Security, Minimart, Barbeque area, Parking",,Kuala Lumpur , Taman Desa
Waltz Residences,2020,4500,Condominium,4,,3,1691,Fully Furnished,"Lift, Multipurpose hall, Swimming Pool, Gymnasium, Jogging Track, Security, Parking, Playground","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur , Old Klang Road
Zamrud  Residence,,899,Condominium,3,2,2,1000,Not Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Multipurpose hall, Minimart","Cooking Allowed, Near KTM/LRT",Kuala Lumpur , Serdang
Impiana Sky Residensi,2021,1300,Apartment,3,1,2,850,Partially Furnished,"Security, Playground, Gymnasium, Multipurpose hall, Parking",Cooking Allowed,Kuala Lumpur , Bukit Jalil
One Maxim,2020,1500,Service Residence,3,1,2,820,Partially Furnished,"Barbeque area, Sauna, Gymnasium, Jogging Track, Parking, Playground, Multipurpose hall, Security, Swimming Pool",Cooking Allowed,Kuala Lumpur , Sentul
8 Kinrara,2016,2400,Service Residence,3,,2,1288,Fully Furnished,"Jogging Track, Security, Swimming Pool, Gymnasium, Playground, Parking, Lift, Barbeque area, Multipurpose hall, Minimart",,Kuala Lumpur , Puchong
Paraiso @ The Earth Bukit Jalil,2020,2400,Condominium,3,2,2,1100,Fully Furnished,"Swimming Pool, Club house, Parking, Security, Sauna, Barbeque area, Multipurpose hall","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur , Bukit Jalil
Residensi Suria Pantai,2020,1499,Apartment,3,1,2,820,Partially Furnished,"Multipurpose hall, Security, Parking, Playground, Minimart, Swimming Pool",,Kuala Lumpur , Pantai
Kuchai Brem Park 2,,1300,Condominium,3,1,2,1100,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Multipurpose hall, Minimart, Barbeque area, Jogging Track, Tennis Court","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur , Kuchai Lama
10 Semantan,2006,1500,Service Residence,1,1,1,520,Fully Furnished,"Security, Parking, Minimart, Sauna, Swimming Pool, Gymnasium, Barbeque area, Lift","Air-Cond, Cooking Allowed",Kuala Lumpur , Damansara Heights
Platinum Hill PV 3,,1299,Condominium,4,1,2,1300,Not Furnished,"Gymnasium, Minimart, Parking, Swimming Pool, Playground, Security",,Kuala Lumpur , Setapak
Villa Crystal,2017,1900,Condominium,3,2,2,1298,Partially Furnished,"Parking, Swimming Pool, Gymnasium, Playground, Security, Jogging Track, Sauna, Lift, Barbeque area","Air-Cond, Cooking Allowed, Near KTM/LRT",Kuala Lumpur , Segambut
Plaza Medan Putra,,1200,Service Residence,2,1,2,890,Partially Furnished,"Gymnasium, Parking, Security, Minimart, Playground, Swimming Pool, Jogging Track, Lift, Multipurpose hall, Barbeque area","Air-Cond, Cooking Allowed",Kuala Lumpur , Kepong
Nusa Mewah Villa Condominium,2014,1499,Condominium,3,1,2,870,Fully Furnished,"Security, Playground, Minimart, Parking, Swimming Pool, Jogging Track",,Kuala Lumpur , Cheras
THE FENNEL AT SENTUL EAST,2017,2000,Condominium,2,1,2,900,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur , Sentul
Eco Sky,2018,2400,Service Residence,3,2,2,1087,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Sauna, Barbeque area, Multipurpose hall, Gymnasium, Minimart, Jogging Track, Club house, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur , Jalan Ipoh
Impiana Sky Residensi,2021,1100,Apartment,3,1,2,850,Partially Furnished,"Multipurpose hall, Parking, Security, Playground, Gymnasium",Cooking Allowed,Kuala Lumpur , Bukit Jalil
Casa Green (Bukit Jalil),,1300,Service Residence,3,2,2,825,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT",Kuala Lumpur , Bukit Jalil
Amber (Kepong),,850,Apartment,3,,2,810,Not Furnished,Minimart,Cooking Allowed,Kuala Lumpur , Kepong
Seri Maya,2008,2400,Condominium,3,1,2,1184,Fully Furnished,"Security, Gymnasium, Parking, Playground, Swimming Pool, Lift","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur , Setiawangsa
Glen View Villa,,1499,Condominium,3,1,2,1238,Partially Furnished,"Parking, Swimming Pool, Security, Lift, Playground, Gymnasium, Jogging Track, Multipurpose hall","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur , Cheras
Residensi Bistaria,,1000,Service Residence,3,1,2,850,Not Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Multipurpose hall, Minimart, Gymnasium",,Kuala Lumpur , Keramat
Bukit OUG Condominium,,1200,Condominium,2,1,1,791,Fully Furnished,"Security, Minimart, Parking, Playground, Swimming Pool, Jogging Track, Gymnasium, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT",Kuala Lumpur , Bukit Jalil
Bayu Andaman,,2000,Apartment,3,1,2,1000,Fully Furnished,"Gymnasium, Minimart, Swimming Pool, Parking, Lift, Sauna, Security, Playground, Squash Court","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur , Sentul
Parkhill Residence Bukit Jalil,2019,2650,Condominium,3,1,2,1100,Fully Furnished,"Lift, Security, Squash Court, Parking, Playground, Swimming Pool, Minimart, Gymnasium, Club house","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur , Bukit Jalil
Lakeville Residence,2017,2200,Condominium,3,2,2,978,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Jogging Track, Multipurpose hall",,Kuala Lumpur , Jalan Ipoh
Sentul Point Suite Apartment,2020,1500,Apartment,3,,2,850,Partially Furnished,"Minimart, Gymnasium, Security, Parking, Swimming Pool, Playground, Squash Court","Air-Cond, Cooking Allowed",Kuala Lumpur , Sentul
Canopy hills,,601,Condominium,2,1,1,590,Not Furnished,"Parking, Lift, Swimming Pool, Playground, Security, Gymnasium, Sauna, Multipurpose hall, Jogging Track",Cooking Allowed,Kuala Lumpur , Cheras
Menara Duta 2,,1800,Condominium,4,2,3,1454,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Jogging Track, Barbeque area, Sauna",,Kuala Lumpur , Segambut
OUG Parklane,,750,Service Residence,3,,2,950,Fully Furnished,"Swimming Pool, Playground, Jogging Track, Parking, Security, Lift, Multipurpose hall, Minimart","Air-Cond, Cooking Allowed, Washing Machine, Internet",Kuala Lumpur , OUG
Bandar Sri Penara,,1100,Apartment,2,,2,650,Fully Furnished,"Security, Lift, Playground, Minimart, Parking","Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur , Cheras
KM1,2014,2500,Condominium,3,2,3,1500,Partially Furnished,"Security, Playground, Swimming Pool, Barbeque area, Parking, Gymnasium, Jogging Track, Sauna, Tennis Court","Air-Cond, Cooking Allowed, Near KTM/LRT",Kuala Lumpur , Bukit Jalil
Covillea,2012,2800,Condominium,3,2,2,1209,Fully Furnished,"Jogging Track, Club house, Playground, Swimming Pool, Gymnasium, Squash Court, Security, Minimart, Tennis Court, Barbeque area, Parking, Sauna","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur , Bukit Jalil
Villa Wangsamas,2010,2000,Condominium,3,,3,1267,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT, Internet, Washing Machine",Kuala Lumpur , Wangsa Maju
